DepMap_ID,stripped_cell_line_name,CCLE_Name,alias,COSMIC_ID,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,disease,disease_subtype,age,Sanger_model_ID,additional_info
ACH-001794,93T449,93T449_SOFT_TISSUE,,,soft_tissue,liposarcoma,WDLPS,,Unknown,Academic lab,2.0,-4.570663505,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,5.3,,soft_tissue,Primary,Liposarcoma,WDLPS,,,
ACH-001795,94T778,94T778_SOFT_TISSUE,,,soft_tissue,liposarcoma,WDLPS,,Female,Academic lab,2.0,-5.084118912,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,11,,soft_tissue,,Liposarcoma,WDLPS,,,
ACH-001796,95T1000,95T1000_SOFT_TISSUE,,,soft_tissue,liposarcoma,WDLPS,,Unknown,Academic lab,2.0,-3.400558199,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,19.7,,soft_tissue,,Liposarcoma,WDLPS,,,
ACH-001799,LPS141,LPS141_SOFT_TISSUE,,,soft_tissue,liposarcoma,DDLPS,,Unknown,Academic lab,1.0,-3.685730561,Adherent,RPMI 1640 + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,12,,soft_tissue,,Liposarcoma,DDLPS,,,
ACH-001804,LPS510,LPS510_SOFT_TISSUE,,,soft_tissue,liposarcoma,WD_DDPLS,,Unknown,Academic lab,1.0,-2.624699879,Suspension,IMDM + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,17,,soft_tissue,,Liposarcoma,WD/DDLPS,,,
ACH-001814,OS252,OS252_BONE,,,bone,osteosarcoma,,,Unknown,Academic lab,2.0,-2.174670889,Adherent,EMEM + 20% FBS + 1% Na-Pyruvate + 1% NEAA,33.4,CVCL_WU66,bone,Primary,Bone Cancer,Osteosarcoma,,,
ACH-001818,C396,C396_BONE,,,bone,osteosarcoma,,,Unknown,Academic lab,,,,,,,bone,Metastasis,Bone Cancer,Osteosarcoma,,,
ACH-001819,MFM223,MFM223_BREAST,,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal,Female,DSMZ,,,,,,CVCL_1408,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,,SIDM00332,
ACH-001820,COLO824,COLO824_BREAST,,,breast,,,,Female,DSMZ,,,,,,CVCL_1136,pleural_effusion,Metastasis,Breast Cancer,,,SIDM00954,
ACH-001825,SW527,SW527_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,,Unknown,,,,,,,,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,,
ACH-001827,184B5,184B5_BREAST,HMEC-184B5,,engineered,,,,Unknown,,,,,,,,breast,Primary,Non-Cancerous,,,,
ACH-001834,ICC10,ICC10_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,1.0,-3.464157435,Adherent,RPMI 1640 + 10% FBS,7.2,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001835,ICC106,ICC106_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,2.0,-4.249385491,Adherent,RPMI + 10% FBS,5.4,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001836,ICC108,ICC108_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,2.0,-4.209542709,adherent,RPMI + 10% FBS,3.5,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001838,ICC12,ICC12_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,2.0,-3.573977381,,,11.8,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001839,ICC137,ICC137_BILIARY_TRACT,ICC13,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001841,ICC15,ICC15_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,extrahepatic,,Unknown,Academic lab,2.0,-5.4615292879999995,Adherent,RPMI + 10% FBS,3,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,
ACH-001842,ICC2,ICC2_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,2.0,-1.8769804380000001,Adherent,RPMI + 10% FBS,30.9,CVCL_VV27,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001843,ICC3,ICC3_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,2.0,-1.458152422,Adherent,RPMI + 10% FBS,25.5,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001844,ICC4,ICC4_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001845,ICC5,ICC5_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001848,ICC8,ICC8_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,2.0,-4.160224349,,,10.3,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001849,ICC9,ICC9_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Unknown,Academic lab,2.0,-3.308420098,Adherent,RPMI + 10% FBS,9,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001850,G415,G415_BILIARY_TRACT,,,bile_duct,gallbladder_adenocarcinoma,,,Male,RIKEN,,,,,,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,,,
ACH-001852,HKGZCC,HKGZCC_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Male,Academic lab,2.0,-6.0772142879999995,Adherent,RPMI 1640 + 10% FBS,4.9,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001853,KMCH1,KMCH1_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Male,Academic lab,2.0,-2.610106855,,,7,CVCL_7970,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001856,RBE,RBE_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Female,Academic lab,1.0,-3.6691422730000003,,,18.7,CVCL_4896,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001857,SG231,SG231_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Male,Academic lab,1.0,-2.846317081,,,5.1,CVCL_0519,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001858,SSP25,SSP25_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Female,Academic lab,2.0,-5.735641277999999,Adherent,RPMI 1640 + 10% FBS,5.7,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00275,
ACH-001861,TGBC1TKB,TGBC1TKB_BILIARY_TRACT,TGBC1TKB,,bile_duct,gallbladder_adenocarcinoma,,,Female,Academic lab,,,,,,CVCL_1769,lymph_node,Metastasis,Gallbladder Cancer,Adenocarcinoma,,SIDM00252,
ACH-001863,TKKK,TKKK_BILIARY_TRACT,TKKK,,bile_duct,cholangiocarcinoma,intrahepatic,,Male,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001864,YSCCC,YSCCC_BILIARY_TRACT,YSCCC,,bile_duct,cholangiocarcinoma,intrahepatic,,Female,Academic lab,2.0,-4.471207057,Adherent,RPMI 1640 + 10% FBS,16,,ascites,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001955,JHC7,JHC7_BONE,,,bone,chordoma,,,Female,Academic lab,2.0,-5.8180091979999995,Adherent,DMEM/F12 (1:1) + 10% FBS,18.4,CVCL_L154,bone,,Bone Cancer,Chordoma,,,
ACH-001956,MUGCHOR1,MUGCHOR1_BONE,,,bone,chordoma,,,Female,Academic lab,3.0,-5.367905442,Adherent,IMDM/RPMI (4:1) + 10% FBS,20.1,CVCL_9277,bone,,Bone Cancer,Chordoma,57.0,,
ACH-001957,UMCHOR1,UMCHOR1_BONE,,,bone,chordoma,,,Male,Academic lab,3.0,-3.68746951,Adherent,IMDM/RPMI (4:1) + 1X MEM non-essential amino acids + 10% FBS,10.3,CVCL_1D68,bone,,Bone Cancer,Chordoma,64.0,,
ACH-001958,MS1,MS1_LUNG,"MS-1-L, MS1,  Ms1",,lung,SCLC,,,Unknown,Sanger,,,,,,CVCL_1429,lung,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00245,
ACH-001959,CCLP1,CCLP1_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Female,Academic lab,2.0,-5.401871857000001,,,33.7,CVCL_0205,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001960,CCSW1,CCSW1_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,intrahepatic,,Female,Academic lab,2.0,-4.5804664189999995,Adherent,RPMI 1640 + 10% FBS,4.7,CVCL_A429,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,
ACH-001997,ECC2,ECC2_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,extrahepatic,,Unknown,Academic lab,2.0,-4.3606711030000005,Adherent,RPMI + 10% FBS,10.3,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,
ACH-001999,9505BIK,9505BIK_PANCREAS,,,pancreas,exocrine,exocrine_adenocarcinoma,,Unknown,Academic lab,1.0,-4.7043830589999995,Adherent,DMEM/F12 + 10% FBS,38.4,,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,
ACH-002001,A375SKINCJ1,A375_SKIN_CJ1_RESISTANT,A375 RMR,,skin,melanoma,,,Unknown,Academic lab,2.0,-4.006453391,Adherent,RPMI 1640 + 10% FBS + 1% P/S,19.5,,skin,,Skin Cancer,Melanoma,,,Drug resistance: Dabrafenib and Trametinib
ACH-002002,A375SKINCJ2,A375_SKIN_CJ2_RESISTANT,A375 ER-2,,skin,melanoma,,,Unknown,Academic lab,2.0,-4.238158987,Adherent,RPMI 1640 + 10% FBS + 1% P/S,10.1,,skin,,Skin Cancer,Melanoma,,,Drug resistance: SCH772984
ACH-002003,A375SKINCJ3,A375_SKIN_CJ3_RESISTANT,A375 RMR SCH 0.25,,skin,melanoma,,,Unknown,Academic lab,2.0,-3.154694391,Adherent,RPMI 1640 + 10% FBS + 1% P/S,7.6,,skin,,Skin Cancer,Melanoma,,,Drug resistance: Dabrafenib and Trametinib
ACH-002004,UACC62SKINCJ1,UACC62_SKIN_CJ1_RESISTANT,UACC62 RMR,,skin,melanoma,,,Unknown,Academic lab,2.0,-5.774560792999999,,,14.5,,skin,,Skin Cancer,Melanoma,,,Drug resistance: Dabrafenib and Trametinib
ACH-002005,SKMEL19,SKMEL19_SKIN,SK-MEL-19,,skin,melanoma,,,Male,Academic lab,2.0,-3.155158389,Adherent,RPMI 1640 + 10% FBS + 1% P/S,50,CVCL_6025,skin,,Skin Cancer,Melanoma,50.0,,
ACH-002011,MP46,MP46_UVEA,,,eye,uveal_melanoma,,,Male,ATCC,,,,,,,uvea,Primary,Eye Cancer,Uveal Melanoma,69.0,,
ACH-002015,MEL285,MEL285_UVEA,,,eye,uveal_melanoma,,,Female,Academic lab,1.0,-3.488534638,Adherent,RPMI 1640 + 20% FBS (with 3mM L-glutamine),10.5,,uvea,Primary,Eye Cancer,Uveal Melanoma,49.0,,
ACH-002016,MEL290,MEL290_UVEA,,,eye,uveal_melanoma,,,Female,Academic lab,2.0,-3.822656293,Adherent,RPMI 1640 + 20% FBS (with 3mM L-glutamine),42,,uvea,Primary,Eye Cancer,Uveal Melanoma,67.0,,
ACH-002017,OMM1,OMM1_UVEA,,,eye,uveal_melanoma,,,Male,Academic lab,1.0,-1.290679331,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),9,,skin,Metastasis,Eye Cancer,Uveal Melanoma,,,
ACH-002020,SKGIIIA,SKGIIIA_CERVIX,,,cervix,cervical_carcinoma,,,Female,RIKEN,,,,,,CVCL_1704,cervix,Primary,Cervical Cancer,Carcinoma,,SIDM00381,
ACH-002029,SAS,SAS_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,,Female,RIKEN,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",,SIDM00351,
ACH-002040,HMVII,HMVII_SKIN,,,skin,melanoma,,,Female,RIKEN,,,,,,CVCL_1282,skin,Primary,Skin Cancer,Melanoma,65.0,SIDM00291,
ACH-002043,CA922,CA922_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_carcinoma,gingival,,Male,RIKEN,,,,,,CVCL_1102,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Carcinoma, gingival",,SIDM00489,
ACH-002045,HO1U1,HO1U1_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Male,RIKEN,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00591,
ACH-002051,LU134A,LU134A_LUNG,,,lung,SCLC,,,Male,RIKEN,,,,,,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),80.0,SIDM00296,
ACH-002052,LU139,LU139_LUNG,,,lung,SCLC,,,Male,RIKEN,,,,,,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),63.0,SIDM00293,
ACH-002058,ATN1,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,t_cell,,Male,RIKEN,,,,,,CVCL_1073,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",47.0,SIDM00233,
ACH-002059,P30OHK,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,b_cell,,Female,RIKEN,2.0,-3.8897854489999997,Suspension,RPMI1640+10%FBS,22.5,,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",11.0,SIDM00364,
ACH-002062,SLVL,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,b_cell,,Female,RIKEN,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,B-cell,70.0,SIDM00374,
ACH-002067,NOS1,NOS1_BONE,,,bone,osteosarcoma,,,Male,RIKEN,,,,,,CVCL_1610,bone,Primary,Bone Cancer,Osteosarcoma,16.0,SIDM00242,
ACH-002077,LU165,LU165_LUNG,,,lung,SCLC,,,Male,RIKEN,,,,,,CVCL_1391,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50.0,SIDM00292,
ACH-002083,NB69,NB69_AUTONOMIC_GANGLIA,,,peripheral_nervous_system,neuroblastoma,,,Male,RIKEN,,,,,,CVCL_1448,autonomic_ganglia,Primary,Neuroblastoma,,1.5,SIDM00244,
ACH-002085,HSSYII,HSSYII_LUNG,,,soft_tissue,synovial_sarcoma,,,Unknown,RIKEN,,,,,,CVCL_8719,lung,Metastasis,Sarcoma,Synovial,,,
ACH-002089,201T,201T_LUNG,,1287381.0,lung,NSCLC,NSCLC_adenocarcinoma,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00055,
ACH-002090,BB65RCC,BB65RCC_KIDNEY,,753533.0,kidney,renal_cell_carcinoma,,,Unknown,Sanger,,,,,,,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00191,
ACH-002091,CAL39,CAL39_VULVA,,924107.0,skin,skin_squamous,,,Unknown,Sanger,,,,,,,cervix,,Skin Cancer,"Squamous Cell Carcinoma, vulvar",,SIDM00935,
ACH-002092,CHSA0011,CHSA0011_BONE,,1290767.0,bone,chondrosarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Chondrosarcoma,,SIDM00051,
ACH-002093,CHSA0108,CHSA0108_BONE,,1290768.0,bone,chondrosarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Chondrosarcoma,,SIDM00050,
ACH-002094,CHSA8926,CHSA8926_BONE,,1303912.0,bone,chondrosarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Chondrosarcoma,,SIDM00176,
ACH-002095,CORL303,CORL303_LUNG,,1297438.0,lung,SCLC,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00510,
ACH-002096,CP50MELB,CP50MELB_SKIN,,753545.0,skin,melanoma,,,Unknown,Sanger,,,,,,,skin,,Skin Cancer,Melanoma,,SIDM00175,
ACH-002097,CP66MEL,CP66MEL_SKIN,,753546.0,skin,melanoma,,,Unknown,Sanger,,,,,,,skin,,Skin Cancer,Melanoma,,SIDM00190,
ACH-002098,CP67MEL,CP67MEL_SKIN,,949092.0,skin,melanoma,,,Unknown,Sanger,,,,,,,skin,,Skin Cancer,Melanoma,,SIDM00189,
ACH-002099,CS1,CS1_BONE,,1290795.0,bone,chondrosarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Chondrosarcoma,,SIDM00199,
ACH-002100,DJM1,DJM1_SKIN,,906841.0,skin,skin_squamous,,,Unknown,Sanger,,,,,,,skin,,Skin Cancer,Squamous Cell Carcinoma,,SIDM00281,
ACH-002101,EMCBAC1,EMCBAC1_LUNG,,1503369.0,lung,NSCLC,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00048,
ACH-002102,EMCBAC2,EMCBAC2_LUNG,,1503370.0,lung,NSCLC,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00047,
ACH-002103,ES1,ES1_BONE,,949158.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00266,
ACH-002104,ES3,ES3_BONE,,684055.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00265,
ACH-002105,ES4,ES4_BONE,,949156.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00264,
ACH-002106,ES5,ES5_BONE,,684057.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00263,
ACH-002107,ES6,ES6_BONE,,949157.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00262,
ACH-002108,ES7,ES7_BONE,,684059.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00269,
ACH-002109,ES8,ES8_BONE,,949155.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00261,
ACH-002110,EW1,EW1_BONE,,949163.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,CVCL_1208,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00205,
ACH-002111,EW11,EW11_BONE,,684062.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,CVCL_1209,lymph_node,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00203,
ACH-002112,EW12,EW12_BONE,,949162.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00200,
ACH-002113,EW13,EW13_BONE,,949166.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00621,
ACH-002114,EW16,EW16_BONE,,949165.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00198,
ACH-002115,EW18,EW18_BONE,,949164.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00197,
ACH-002116,EW22,EW22_BONE,,949167.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00196,
ACH-002117,EW24,EW24_BONE,,949168.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00195,
ACH-002118,EW3,EW3_BONE,,949161.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,CVCL_1216,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00202,
ACH-002119,EW7,EW7_BONE,,949160.0,bone,Ewing_sarcoma,,,Unknown,Sanger,,,,,,CVCL_1217,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00201,
ACH-002120,GAK,GAK_SKIN,,910932.0,skin,melanoma,,,Unknown,Sanger,,,,,,CVCL_1225,lymph_node,Metastasis,Skin Cancer,Melanoma,,SIDM00543,
ACH-002121,GMEL,GMEL_SKIN,,1240130.0,skin,melanoma,,,Unknown,Sanger,,,,,,,skin,,Skin Cancer,Melanoma,,SIDM00129,
ACH-002122,GT3TKB,GT3TKB_STOMACH,,907041.0,lung,NSCLC,NSCLC_squamous,,Unknown,Sanger,,,,,,CVCL_1237,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM01231,
ACH-002123,H2369,H2369_PLEURA,,1290808.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00104,
ACH-002124,H2373,NCIH2373_PLEURA,,1290809.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00103,
ACH-002125,H2461,NCIH2461_PLEURA,,1290810.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00102,
ACH-002126,H2591,NCIH2591_PLEURA,,1240131.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00101,
ACH-002127,H2595,NCIH2595_PLEURA,,1240132.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00100,
ACH-002128,H2722,NCIH2722_PLEURA,,1290812.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00099,
ACH-002129,H2731,NCIH2731_PLEURA,,1240134.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00098,
ACH-002130,H2795,NCIH2795_PLEURA,,1290813.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00154,
ACH-002131,H2803,NCIH2803_PLEURA,,1240135.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00309,
ACH-002132,H2804,NCIH2804_PLEURA,,1240136.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00310,
ACH-002133,H2810,NCIH2810_PLEURA,,1240137.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00311,
ACH-002134,H2818,NCIH2818_PLEURA,,1290814.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00520,
ACH-002135,H2869,NCIH2869_PLEURA,,1240138.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00519,
ACH-002136,H290,H290_PLEURA,,1240139.0,lung,mesothelioma,,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,Mesothelioma,,SIDM00518,
ACH-002138,H513,H513_LUNG,,1240141.0,lung,NSCLC,NSCLC_adenosquamous,,Unknown,Sanger,,,,,,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",,,
ACH-002139,HA7RCC,HA7RCC_KIDNEY,,753558.0,kidney,renal_cell_carcinoma,,,Unknown,Sanger,,,,,,,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00188,
ACH-002140,HEY,HEY_OVARY,,1479988.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Unknown,Sanger,,,,,,,ovary,,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00968,
ACH-002141,HSC39,HSC39_STOMACH,,1322224.0,gastric,gastric_adenocarcinoma,signet_ring_cell,,Unknown,Sanger,,,,,,CVCL_A385,ascites,Metastasis,Gastric Cancer,"Adenocarcinoma, signet ring cell",,SIDM00045,
ACH-002142,HUO3N1,HUO3N1_BONE,,909977.0,bone,osteosarcoma,,,Unknown,Sanger,,,,,,CVCL_1297,bone,,Bone Cancer,Osteosarcoma,,SIDM00584,
ACH-002143,ISTMEL1,ISTMEL1_SKIN,,907172.0,skin,melanoma,,,Unknown,Sanger,,,,,,,skin,,Skin Cancer,Melanoma,,SIDM00225,
ACH-002144,ISTSL1,ISTSL1_LUNG,,753564.0,lung,SCLC,,,Unknown,Sanger,,,,,,CVCL_1313,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00223,
ACH-002145,ISTSL2,ISTSL2_LUNG,,753565.0,lung,SCLC,,,Unknown,Sanger,,,,,,CVCL_1314,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00230,
ACH-002146,JHOS3,JHOS3_OVARY,,1480358.0,ovary,ovary_adenocarcinoma,serous,,Unknown,Sanger,,,,,,,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",,SIDM00304,
ACH-002147,K2,K2_SKIN,,1298160.0,skin,melanoma,,,Unknown,Sanger,,,,,,,skin,,Skin Cancer,Melanoma,,SIDM00126,
ACH-002148,K5,K5_THYROID,,924238.0,thyroid,thyroid_carcinoma,,,Unknown,Sanger,,,,,,,thyroid,,Thyroid Cancer,"Carcinoma, follicular",,SIDM00056,
ACH-002149,KGN,KGN_OVARY,,924186.0,ovary,granulosa_cell_tumor,,,Unknown,Sanger,,,,,,CVCL_0375,abdomen,,Ovarian Cancer,Granulosa Cell Tumor,,SIDM00302,
ACH-002150,LB1047RCC,LB1047RCC_KIDNEY,,753577.0,kidney,renal_cell_carcinoma,,,Unknown,Sanger,,,,,,,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00187,
